valg,parti,kandidat,antal_stemmer,kommune/region,SFU_kandidat,anna_liste
kommunalvalg,T. Trelleborglisten,"Peter Lotinga, Vemmelev",0,Slagelse Kommune,Nej,Nej
kommunalvalg,T. Trelleborglisten,"Thomas Vesth, Slagelse",0,Slagelse Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Anstændighed,"Camilla Schæbel, Middelfart",0,Middelfart Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Anstændighed,"Jens Andersen, Båring",0,Middelfart Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Anstændighed,Listestemmer,0,Middelfart Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Anstændighed,"Nicolaj Rasmussen, Middelfart",0,Middelfart Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Anstændighed,"Paw Nielsen, Nørre Aaby",0,Middelfart Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Anstændighed,"Sandie Lind Brand, Brenderup",0,Middelfart Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Ann Harnek,402,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Annette Nyvang,210,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Christina Laugesen,6,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Hanne Wanscher,7,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Henrik Uhrbrand,1,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,John Doktor,35,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Jutta Hørlyck,20,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Listestemmer,240,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Lotte Aabye,23,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Peter Læssøe,370,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Raged Aljbawi,3,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Rasmus Hartung,18,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Sanne Rossen,74,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Forening,Trine Gotha Frandsen,14,Dragør Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Liste,Allan Sydtoft,2,Ærø Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Liste,Iza Alfredsen,236,Ærø Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Liste,Listestemmer,14,Ærø Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Liste,Marie Kreuter,10,Ærø Kommune,Nej,Nej
kommunalvalg,T. Tværpolitisk Liste,Ole Jensen,23,Ærø Kommune,Nej,Nej
kommunalvalg,T. Tårnby Listen,Jan Friis,0,Tårnby Kommune,Nej,Nej
kommunalvalg,T. Tårnby Listen,Listestemmer,0,Tårnby Kommune,Nej,Nej
kommunalvalg,T. Tårnby Listen,Liv Gam,0,Tårnby Kommune,Nej,Nej
kommunalvalg,T. Tårnby Listen,Michael Maigaard,0,Tårnby Kommune,Nej,Nej
kommunalvalg,T. Tårnby Listen,Stella Gissel,0,Tårnby Kommune,Nej,Nej
kommunalvalg,T. Tårnby Listen,Tasia Veidiksen,0,Tårnby Kommune,Nej,Nej
kommunalvalg,T. Tårnby Listen,Thea Veidiksen,0,Tårnby Kommune,Nej,Nej
kommunalvalg,T. Tårnby Listen,Ulla Kallesøe,0,Tårnby Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Allan Elneff,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Anita Uggerholt Eriksen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Bo Jessen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Christian Olenius Veirum,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Eva Ebbesen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Finn Hansen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Jesper Steenholdt,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Karen Inger Refslund Andersen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Karl Henning Clausen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Karoline Kosegarten Knudsen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Listestemmer,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Mette Pedersen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Pia Hedegaard Kristensen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Poul Erik Dransfeldt Hunderup,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,René Andersen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Rita Westergaard,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Ruben Baagøe Jacobsen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Steen Andersen,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. Tønder Listen,Tobias Brink Roth,0,Tønder Kommune,Nej,Nej
kommunalvalg,T. VoresSolrød,Anette Fynbo Blem,0,Solrød Kommune,Nej,Nej
kommunalvalg,T. VoresSolrød,Anne Kirstine Raun Senderovitz,0,Solrød Kommune,Nej,Nej
kommunalvalg,T. VoresSolrød,Jannik Jensen,0,Solrød Kommune,Nej,Nej
kommunalvalg,T. VoresSolrød,Jeppe Hagenbæk Sørensen,0,Solrød Kommune,Nej,Nej
kommunalvalg,T. VoresSolrød,Knud Rasmussen,0,Solrød Kommune,Nej,Nej
kommunalvalg,T. VoresSolrød,Lil Lyrstrand,0,Solrød Kommune,Nej,Nej
kommunalvalg,T. VoresSolrød,Listestemmer,0,Solrød Kommune,Nej,Nej
kommunalvalg,T. VoresSolrød,Per Schmidt Jensen,0,Solrød Kommune,Nej,Nej
kommunalvalg,U. Adrian-Silviu Suiugan,"Adrian-Silviu Suiugan, Struer",0,Struer Kommune,Nej,Nej
kommunalvalg,U. Adrian-Silviu Suiugan,Listestemmer,0,Struer Kommune,Nej,Nej
kommunalvalg,U. Allerød Listen,Betina Christensen,0,Allerød Kommune,Nej,Nej
kommunalvalg,U. Allerød Listen,Johnny Lehmann,0,Allerød Kommune,Nej,Nej
kommunalvalg,U. Allerød Listen,Listestemmer,0,Allerød Kommune,Nej,Nej
kommunalvalg,"U. Alliancen for Børnene, Ungdommen og Fremtiden",Flemming Blicher,0,Gribskov Kommune,Nej,Nej
kommunalvalg,"U. Alliancen for Børnene, Ungdommen og Fremtiden",Henrik Vendelbo Petersen,28,Gentofte Kommune,Nej,Nej
kommunalvalg,"U. Alliancen for Børnene, Ungdommen og Fremtiden",Listestemmer,30,Gribskov Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Abaz Sabani,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Bo Frederiksen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Ditte Sieling Emanuel,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Don Winther,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Imad Daher,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Jane Junggren,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Karina Kopenhagen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Katrine Kjelstrup Henningsen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Lars Thomsen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Lise-Lotte Dahlgaard Mortensen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Listestemmer,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Mette Hagen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Musa Usman Javaid,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Nicolai Otto Mønsted Hermansen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Nikolaj Larsen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Sabine Lind,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Tanja Holm Frederiksen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Bylisten,Thomas Eggert Sørensen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,U. Det starter i Odense,Jacob Uglebjerg,0,Odense Kommune,Nej,Nej
kommunalvalg,U. Det starter i Odense,Listestemmer,0,Odense Kommune,Nej,Nej
kommunalvalg,U. Din stemme i København,Anette Thaulow,0,Københavns Kommune,Nej,Nej
kommunalvalg,U. Din stemme i København,Listestemmer,0,Københavns Kommune,Nej,Nej
kommunalvalg,U. Jesper Løvenbalk Fisker,Jesper Løvenbalk Fisker,0,Greve Kommune,Nej,Nej
kommunalvalg,U. Jesper Løvenbalk Fisker,Listestemmer,0,Greve Kommune,Nej,Nej
kommunalvalg,U. Tage Søgaard Pedersen,Listestemmer,8,Viborg Kommune,Nej,Nej
kommunalvalg,U. Tage Søgaard Pedersen,Tage Pedersen,9,Viborg Kommune,Nej,Nej
kommunalvalg,V. Venstre,Alice Krabbe,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,Ann Berit Jensen,105,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Anne Grethe Thede, Stenstrup",317,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Annika Kanstrup,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Birgitte Hansen, Sorø",24,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Brian Korsgaard,114,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Christian Buhl,53,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Claus Halsgaard Pedersen,169,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Dave Crossey, Sorø",25,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Dennis Egelund Christensen,189,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Else-Marie Overgaard Holmenes,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Erik Danskov Frederiksen, Frederiksberg",13,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Flemming Olsen, Frederiksberg",26,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Henrik Gregersen,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Jakob Spliid, Lynge",1973,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Johannes Kristensen,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Julie Schwartz, Stenlille",377,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Jørgen Andersen,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,Kenneth Bjerregaard,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,Keren Familia Christensen,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,Kristian Tilsted,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Kåre Spliid, Frederiksberg",175,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Lasse Mogensen,234,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Listestemmer,1141,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Maria Martynova,48,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Martin Dommerby,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,Martin Elbæk,13,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Mette Kjærulff,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,Mette Landtved-Holm,1887,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Mogens Hansen, Sorø",14,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Morten Andersen,2174,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Morten Rostved, Dianalund",233,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Nathalie Kajberg,137,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Nicky Lebæk,186,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Niels Funch,23,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Niels Jørgen Pedersen,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,Nikolaj Klok,27,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Ninna Wiese, Bjernede",167,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Ole Taustrup Hansen,135,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Palle Yndgaard,141,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Per Kappel,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,Peter Hansen,35,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Pia Hvid, Slaglille",17,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Preben Dahlgaard,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,"Rune Jordan, Rødeng",19,Sorø Kommune,Nej,Nej
kommunalvalg,V. Venstre,Sigurd Skovborg,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre,Steffen Nicolaisen,145,Nordfyns Kommune,Nej,Nej
kommunalvalg,V. Venstre,Søren Zohnesen,0,Thisted Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Allan Bruce Corfitsen, Roskilde",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Allan Juhl Feddersen,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Anders Høgdal Larsen, Gadstrup",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Asger Kristensen, Fole",0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Astrid Søborg,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Bent Jørgensen, Svogerslev",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Bent Kloster, Over Jerstal",0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Bente Bjørklund,0,Ballerup Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Bjarke Reitzel-Buchholz, Roskilde",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Camilla Friis,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Christian Skjæran,0,Ballerup Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Claus Henry Hansen,0,Struer Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Claus Mortensen, Himmelev",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Daniel Holm Hansen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Deniz Said, Roskilde",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Dennis Knudsen, Roskilde",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Elin Hamborg,0,Struer Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Eva Nørgaard Wojtala,0,Glostrup Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Frank Linde,0,Struer Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Gert Jensen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Gunnar Sumberg,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Henrik Møller,0,Struer Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Henrik Thormod Andersen,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Henrik Vejgaard,0,Ballerup Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Inga Lykke, Moltrup",0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Jacob Søegaard, Ågerup",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Jacob Wøhler Jørgensen,0,Ballerup Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Jan Otzen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Jens Friis Felber, Vojens",0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Jette Jacobsen, Sommersted",0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Jette Tjørnelund, Viby",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Johannes Stougård,0,Struer Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"John Chresten Andresen, Starup",0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,John Vangsgaard,0,Struer Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Jørgen Smed, Sønder Vilstrup",0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Kais Shouker, Haderslev",0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Karoline Matilde Christensen,0,Struer Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Karsten Hjorth Larsen,0,Struer Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Keld Valentin, Haderslev",0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Kim Jeppe Wass, Roskilde",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Knud J. Vest, Jyllinge",0,Roskilde Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,"Lene Bitsch Bierbaum, Vojens",0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Listestemmer,0,Haderslev Kommune,Nej,Nej
kommunalvalg,V. Venstre - Danmarks Liberale Parti,Lone Yalcinkaya,0,Gladsaxe Kommune,Nej,Nej
