valg,parti,kandidat,antal_stemmer,kommune/region,SFU_kandidat,anna_liste
kommunalvalg,C. Det Konservative Folkeparti,"Jeanette Ingemann, Fløng",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jeanette Sagan, Suldrup",259,Rebild Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jeanne Nordstrøm,0,Albertslund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jeannet Lauenborg,0,Herlev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Asmussen, Haderslev",0,Haderslev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Bertram, Hornbæk",0,Helsingør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Christian Børsmose, Vordingborg",0,Vordingborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jens Christian Christensen,8,Læsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Christian Jensen, Næstved",13,Næstved Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jens Damgaard Gøtzsche,249,Rødovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Damsbo Kjærsgaard, Vildbjerg",0,Herning Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jens Dandanell,58,Faxe Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Erik Høj-Pedersen, Børkop",0,Vejle Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jens Erik Mejlsbye,41,Rødovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Henrik Hansen, Højby",0,Odsherred Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Jacobsen, Stenlille",186,Sorø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jens Jørn Porup,0,Lemvig Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Kr. Yde, Vestervig",0,Thisted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jens Langer Schou,0,Fredericia Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Laursen-Schmidt, Struer",0,Struer Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jens Lønberg,0,Lemvig Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Martin Fjordbak, Østervrå",0,Frederikshavn Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jens Peter Zacho,14,Morsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Salling, Aarhus Ø",0,Aarhus Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens Tilma, Lild",0,Thisted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jens V. Pedersen, Varnæs",0,Aabenraa Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jens Wedenborg,0,Københavns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jeppe Korreborg Pedersen, Aalestrup",566,Vesthimmerlands Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jerrik Walløe,43,Dragør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Adler, Vordingborg",0,Vordingborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper B. Poulsen,13,Favrskov Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Balleby Larsen, Aabenraa",0,Aabenraa Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper C. Ohlrich,0,Randers Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Danhøj, Sorø",6,Sorø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Friis Gammelmark, Fousing",0,Struer Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Hauritz, Langeskov",36,Kerteminde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper Helbo Vinther,103,Mariagerfjord Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper Hjelm,0,Hvidovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper Holm Frederiksen,0,Randers Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Højmark Esbensen, Sønderborg",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Jensen, Ulfborg",0,Holstebro Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper Kamp Nielsen,115,Gentofte Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper Marcus,683,Gentofte Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Reming Tangbæk, Roskilde",0,Roskilde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper Ronald Jensen,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Schmidt-Nielsen, Kerteminde",218,Kerteminde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Termansen, Vamdrup",66,Kolding Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper Togsverd Levann,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Tvilde, Fredensborg",1039,Fredensborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper Vera,0,Vejen Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jesper Wienmann Hansen, Høng",0,Kalundborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jesper Wolf Schmidt-Hansen,0,Vejen Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jess Eiberg Hansen,0,Greve Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jess Friis,0,Ringsted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jette Louise Larsen,195,Rødovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jette Schiønning Aasholm, Brønderslev",0,Brønderslev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jette-Kirsten Larsen, Bjerre",0,Hedensted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jim Linderod,11,Læsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jim Staffensen, Haarby",0,Assens Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jimmy Jensen,0,Hvidovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jimmy Streit,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Joacchim Brahtz, Faaborg",0,Faaborg-Midtfyn Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Joachim Boldsen,0,Hørsholm Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Joachim Hjorting, Ullerød",135,Hillerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Joachim Hoffmann,0,Odense Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Joanna W. Nissen, Støvring",30,Rebild Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Johan Emil Sevelsted,0,Svendborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Johannes Kristensen, Radsted",0,Guldborgsund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,John Albøger Sørensen,0,Vallensbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,John Hoppe,0,Odense Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,John Hvass,0,Holbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"John Jensen, Hurup",0,Thisted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"John Lamp Henriksen, Sæby",0,Frederikshavn Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"John Mogensen, Havdrup",0,Solrød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,John Tefke,0,Lyngby-Taarbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,John Wozny,0,Odense Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Johnny Berg,0,Hvidovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Johnny Solberg, Halvrimmen",0,Jammerbugt Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jon Viderø, Holsted",6,Næstved Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jonas Bonnerup,0,Vejen Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jonas Brandt, Jægerspris",0,Frederikssund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jonas Lauge Andersen,0,Holbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jonas Lyberg Kofod, Ullerød",94,Hillerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jonas M. Hoeck,0,Odense Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jonna Refstrup,0,Odense Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Julia Nielsen,34,Faxe Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Julie Skov Kjærby,0,Odense Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jytte Bendtsen,0,Vallensbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jørgen Brandt, Hedensted",0,Hedensted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jørgen Hansen, Kerteminde",10,Kerteminde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jørgen Hansen, Nørre Aaby",0,Middelfart Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jørgen Johansen,0,Allerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jørgen Justesen,0,Skive Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jørgen Kauling, Havdrup",0,Solrød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jørgen Nielsen, Rudkøbing",1931,Langeland Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jørgen Overgaard,0,Skive Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Jørgen Ravn Christensen, Gjøl",0,Jammerbugt Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jørn Dahl Aarre,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jørn Kruse,0,Slagelse Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jørn Lauritzen,0,Ringsted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jørn Skou,0,Lemvig Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Jørn Thorhauge,0,Holbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kaja Julius, Sundeved",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karen Aagaard, Alderslyst",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Karen Riis Kjølbye,323,Gentofte Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karen Tilma, Brønderslev",0,Brønderslev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Karin Egeberg,0,Ringsted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karin Kølbæk, Kokkedal",33,Fredensborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Karin Tellerup Have,0,Slagelse Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karina Skov, Sorø",140,Sorø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karl Højhus Jeppesen, Kibæk",0,Herning Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Karl Johan Nordman,0,Ringsted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karsten Andreasen, Dronninglund",0,Brønderslev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karsten Clemmensen, Humlum",0,Struer Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karsten E. Olesen, Sevel",0,Holstebro Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Karsten Kjærby,0,Odense Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karsten Kriegel, Måløv",0,Ballerup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karsten Sevel, Bogø",0,Vordingborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Karsten Sommer Hansen, Langebæk",0,Vordingborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kasper Buus Hornemann, Aabybro",0,Jammerbugt Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kasper Damkjær,0,Fredericia Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kasper Hovgaard, Snekkersten",0,Helsingør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kasper Kjeldsen, Tullebølle",68,Langeland Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kasper Kolstrup Møller, Kolind",666,Syddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kasper Pagh, Brædstrup",0,Horsens Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kathrine Grønkjær,32,Nordfyns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Katja S. Johansen,340,Gentofte Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Katri Søgaard, Grindsted",0,Billund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Katrine Højkilde, Kerteminde",68,Kerteminde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Katrine Ildal Nielsen,0,Lyngby-Taarbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Katrine Krog Madsen, Suldrup",307,Rebild Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Katrine Mønsted Poulsen,0,Odense Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Katrine Nygaard Hartvig, Torstorp",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Keld Kortegaard,389,Morsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Keld Nielsen,33,Morsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Ken Julius, Sundeved",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kenneth Bak,0,Hvidovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kenneth Bakke, Vig",0,Odsherred Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kenneth Birch, Vrå",43,Hjørring Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kenneth Finsen,22,Rødovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kenneth Gøtterup,2178,Dragør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kenneth Haas, Haderslev",0,Haderslev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kenneth Holmen Pedersen, Roskilde",0,Roskilde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kenneth Holst,0,Herlev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kenneth J. Grinderslev,0,Skive Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kenny Schødt,128,Viborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kent Valsøe, Kerteminde",315,Kerteminde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kia Dahl Sørensen, Kolind",44,Syddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kim Alkestrup, Skærby",0,Odsherred Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kim Bach, Løkken",239,Hjørring Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kim Bonnesen,0,Albertslund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kim Drejer Nielsen,610,Rødovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kim Holmstrøm,0,Allerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kim Hornbech, Rørbæk",177,Rebild Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kim Mikkelsen, Køge Kyst",0,Køge Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kim P. Hansen, Solrød Strand",0,Solrød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kim Petersen Wandahl, Løjt",0,Aabenraa Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kim Ravn Mortensen, Struer",0,Struer Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kim Schwartz Andersen,108,Rødovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kim Thonsgaard,0,Gribskov Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kim Withen Olesen, Ebeltoft",90,Syddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kim Worch, Vindinge",0,Roskilde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kira Kruse Willmarst,0,Albertslund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kirsten Aunstrup,0,Halsnæs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kirsten Bjerregaard Kristiansen,0,Københavns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kirsten Hassing Nielsen,0,Fredericia Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kirsten Larsen, Køge C",0,Køge Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kirsten Schmidt,6,Faxe Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kirsten Severin Pedersen,0,Albertslund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kirsten York Helms, Brande",330,Ikast-Brande Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kirstine Kahr Kvorning, Grønfeld",177,Syddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kitty Jeppesen, Hjørring",61,Hjørring Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kjeld Graversgård, Jegindø",0,Struer Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kjeld Hansen, Aabenraa",0,Aabenraa Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kjeld Thrane, Haderslev",0,Haderslev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kjeld Vestergaard, Næstved",7,Næstved Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kjeld Winkler Neuman, Ballerup",0,Ballerup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Klaus Eskelund,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Klaus Huus,0,Ringsted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Klaus Kesje, Helsingør",0,Helsingør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Klaus Møller, Nakskov",0,Lolland Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Klaus Rafael Jensen, Falling",259,Odder Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Klavs Norup Lauridsen, Munkebo",514,Kerteminde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Knud Borck,184,Ærø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Knud Erik Langhoff, Bjert",132,Kolding Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Knud Peter Wad,0,Vejen Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Knud Schøler,38,Favrskov Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Knud Skadborg, Birkerød",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Knud Vibenfeld, Hjørring",58,Hjørring Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Knud Vinther Hansen, Tikøb",0,Helsingør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kristian Hedelund, Brønderslev",0,Brønderslev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kristian Thomsen, Varde",0,Varde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kristine Skytte Glue,82,Ærø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kristoffer Dyrvig,0,Odense Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kristoffer Holdensen, Brædstrup",0,Horsens Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kristoffer Kromand, Rønne",0,Bornholms Regionskommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kurt Christensen,3,Dragør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kurt Kirkegaard,15,Fanø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Kurt Scheelsbeck, Hedehusene",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Kurt Wriedt,0,Tårnby Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Laila Sortland, Ryomgård",136,Syddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lars Andersen,0,Lyngby-Taarbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lars Bacher,0,Allerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Bennike, Solvangskvarteret",0,Glostrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lars Brix Bendtsen,31,Dragør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lars Brockdorff-Bruun,4,Fanø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lars Carstensen,0,Furesø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Christian Thomsen, Hjørring",15,Hjørring Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Clausen, Tebstrup",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Falk Hansen, Stenløse",0,Egedal Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lars Gravgaard Hansen,0,Albertslund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Hansen, Grindsted",0,Billund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Holmberg Frandsen, Lunderskov",34,Kolding Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Jensen, Løsning",0,Hedensted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lars Knudsen,0,Randers Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Larsen, Gylling",241,Odder Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Lie, Herning",0,Herning Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lars Nielsen,0,Gribskov Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Nyengaard, Sepstrup",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Ole Valsøe, Kerteminde",56,Kerteminde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lars Schacksen,0,Randers Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Schmidt, Dianalund",120,Sorø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars Skov Andersen, Fanefjord",0,Vordingborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lars Storgaard,3682,Favrskov Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars V. Søndergaard-Nielsen, Birkerød",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lars W. Hansen, Hillerød Midtby",29,Hillerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lasse Dahlberg, Helsingør",0,Helsingør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lasse Damsø Pedersen, Skanderborg",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lasse Lauritsen,308,Viborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lasse Lilja Vilhelmsen,0,Lyngby-Taarbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lasse Vogel Andersen,0,Københavns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lau Sørensen, Holstebro",0,Holstebro Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Laura Holm,1647,Mariagerfjord Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Laura Lindahl,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Laurits Monefeldt, Vordingborg",0,Vordingborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Leif Johannsen,32,Mariagerfjord Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Leif Johansen,0,Allerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Leif Lehmann Carlsen,0,Fredericia Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Leif Østergaard,0,Randers Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Leise Marcher, Skrillinge",0,Middelfart Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lena Aavild, Ry",0,Skanderborg Kommune,Nej,Nej
